SPN,Description,Category,Unit,Min,Max,Priority,OEM,Notes
2585,Standard J1939 Parameter 2585,Fuel,,,,3,Standard,SAE J1939 SPN 2585
2586,Standard J1939 Parameter 2586,Emissions,,,,3,Standard,SAE J1939 SPN 2586
2587,Standard J1939 Parameter 2587,Engine,,,,3,Standard,SAE J1939 SPN 2587
2588,Standard J1939 Parameter 2588,Fuel,,,,3,Standard,SAE J1939 SPN 2588
2589,Standard J1939 Parameter 2589,Emissions,,,,3,Standard,SAE J1939 SPN 2589
2590,Standard J1939 Parameter 2590,Engine,,,,3,Standard,SAE J1939 SPN 2590
2591,Standard J1939 Parameter 2591,Fuel,,,,3,Standard,SAE J1939 SPN 2591
2592,Standard J1939 Parameter 2592,Emissions,,,,3,Standard,SAE J1939 SPN 2592
2593,Standard J1939 Parameter 2593,Engine,,,,3,Standard,SAE J1939 SPN 2593
2594,Standard J1939 Parameter 2594,Fuel,,,,3,Standard,SAE J1939 SPN 2594
2595,Standard J1939 Parameter 2595,Emissions,,,,3,Standard,SAE J1939 SPN 2595
2596,Standard J1939 Parameter 2596,Engine,,,,3,Standard,SAE J1939 SPN 2596
2597,Standard J1939 Parameter 2597,Fuel,,,,3,Standard,SAE J1939 SPN 2597
2598,Standard J1939 Parameter 2598,Emissions,,,,3,Standard,SAE J1939 SPN 2598
2599,Standard J1939 Parameter 2599,Engine,,,,3,Standard,SAE J1939 SPN 2599
2600,Standard J1939 Parameter 2600,Fuel,,,,3,Standard,SAE J1939 SPN 2600
2601,Standard J1939 Parameter 2601,Emissions,,,,3,Standard,SAE J1939 SPN 2601
2602,Standard J1939 Parameter 2602,Engine,,,,3,Standard,SAE J1939 SPN 2602
2603,Standard J1939 Parameter 2603,Fuel,,,,3,Standard,SAE J1939 SPN 2603
2604,Standard J1939 Parameter 2604,Emissions,,,,3,Standard,SAE J1939 SPN 2604
2605,Standard J1939 Parameter 2605,Engine,,,,3,Standard,SAE J1939 SPN 2605
2606,Standard J1939 Parameter 2606,Fuel,,,,3,Standard,SAE J1939 SPN 2606
2607,Standard J1939 Parameter 2607,Emissions,,,,3,Standard,SAE J1939 SPN 2607
2608,Standard J1939 Parameter 2608,Engine,,,,3,Standard,SAE J1939 SPN 2608
2609,Standard J1939 Parameter 2609,Fuel,,,,3,Standard,SAE J1939 SPN 2609
2610,Standard J1939 Parameter 2610,Emissions,,,,3,Standard,SAE J1939 SPN 2610
2611,Standard J1939 Parameter 2611,Engine,,,,3,Standard,SAE J1939 SPN 2611
2612,Standard J1939 Parameter 2612,Fuel,,,,3,Standard,SAE J1939 SPN 2612
2613,Standard J1939 Parameter 2613,Emissions,,,,3,Standard,SAE J1939 SPN 2613
2614,Standard J1939 Parameter 2614,Engine,,,,3,Standard,SAE J1939 SPN 2614
2615,Standard J1939 Parameter 2615,Fuel,,,,3,Standard,SAE J1939 SPN 2615
2616,Standard J1939 Parameter 2616,Emissions,,,,3,Standard,SAE J1939 SPN 2616
2617,Standard J1939 Parameter 2617,Engine,,,,3,Standard,SAE J1939 SPN 2617
2618,Standard J1939 Parameter 2618,Fuel,,,,3,Standard,SAE J1939 SPN 2618
2619,Standard J1939 Parameter 2619,Emissions,,,,3,Standard,SAE J1939 SPN 2619
2620,Standard J1939 Parameter 2620,Engine,,,,3,Standard,SAE J1939 SPN 2620
2621,Standard J1939 Parameter 2621,Fuel,,,,3,Standard,SAE J1939 SPN 2621
2622,Standard J1939 Parameter 2622,Emissions,,,,3,Standard,SAE J1939 SPN 2622
2623,Standard J1939 Parameter 2623,Engine,,,,3,Standard,SAE J1939 SPN 2623
2624,Standard J1939 Parameter 2624,Fuel,,,,3,Standard,SAE J1939 SPN 2624
2625,Standard J1939 Parameter 2625,Emissions,,,,3,Standard,SAE J1939 SPN 2625
2626,Standard J1939 Parameter 2626,Engine,,,,3,Standard,SAE J1939 SPN 2626
2627,Standard J1939 Parameter 2627,Fuel,,,,3,Standard,SAE J1939 SPN 2627
2628,Standard J1939 Parameter 2628,Emissions,,,,3,Standard,SAE J1939 SPN 2628
2629,Standard J1939 Parameter 2629,Engine,,,,3,Standard,SAE J1939 SPN 2629
2630,Standard J1939 Parameter 2630,Fuel,,,,3,Standard,SAE J1939 SPN 2630
2631,Standard J1939 Parameter 2631,Emissions,,,,3,Standard,SAE J1939 SPN 2631
2632,Standard J1939 Parameter 2632,Engine,,,,3,Standard,SAE J1939 SPN 2632
2633,Standard J1939 Parameter 2633,Fuel,,,,3,Standard,SAE J1939 SPN 2633
2634,Standard J1939 Parameter 2634,Emissions,,,,3,Standard,SAE J1939 SPN 2634
2635,Standard J1939 Parameter 2635,Engine,,,,3,Standard,SAE J1939 SPN 2635
2636,Standard J1939 Parameter 2636,Fuel,,,,3,Standard,SAE J1939 SPN 2636
2637,Standard J1939 Parameter 2637,Emissions,,,,3,Standard,SAE J1939 SPN 2637
2638,Standard J1939 Parameter 2638,Engine,,,,3,Standard,SAE J1939 SPN 2638
2639,Standard J1939 Parameter 2639,Fuel,,,,3,Standard,SAE J1939 SPN 2639
2640,Standard J1939 Parameter 2640,Emissions,,,,3,Standard,SAE J1939 SPN 2640
2641,Standard J1939 Parameter 2641,Engine,,,,3,Standard,SAE J1939 SPN 2641
2642,Standard J1939 Parameter 2642,Fuel,,,,3,Standard,SAE J1939 SPN 2642
2643,Standard J1939 Parameter 2643,Emissions,,,,3,Standard,SAE J1939 SPN 2643
2644,Standard J1939 Parameter 2644,Engine,,,,3,Standard,SAE J1939 SPN 2644
2645,Standard J1939 Parameter 2645,Fuel,,,,3,Standard,SAE J1939 SPN 2645
2646,Standard J1939 Parameter 2646,Emissions,,,,3,Standard,SAE J1939 SPN 2646
2647,Standard J1939 Parameter 2647,Engine,,,,3,Standard,SAE J1939 SPN 2647
2648,Standard J1939 Parameter 2648,Fuel,,,,3,Standard,SAE J1939 SPN 2648
2649,Standard J1939 Parameter 2649,Emissions,,,,3,Standard,SAE J1939 SPN 2649
2650,Standard J1939 Parameter 2650,Engine,,,,3,Standard,SAE J1939 SPN 2650
2651,Standard J1939 Parameter 2651,Fuel,,,,3,Standard,SAE J1939 SPN 2651
2652,Standard J1939 Parameter 2652,Emissions,,,,3,Standard,SAE J1939 SPN 2652
2653,Standard J1939 Parameter 2653,Engine,,,,3,Standard,SAE J1939 SPN 2653
2654,Standard J1939 Parameter 2654,Fuel,,,,3,Standard,SAE J1939 SPN 2654
2655,Standard J1939 Parameter 2655,Emissions,,,,3,Standard,SAE J1939 SPN 2655
2656,Standard J1939 Parameter 2656,Engine,,,,3,Standard,SAE J1939 SPN 2656
2657,Standard J1939 Parameter 2657,Fuel,,,,3,Standard,SAE J1939 SPN 2657
2658,Standard J1939 Parameter 2658,Emissions,,,,3,Standard,SAE J1939 SPN 2658
2659,Standard J1939 Parameter 2659,Engine,,,,3,Standard,SAE J1939 SPN 2659
2660,Standard J1939 Parameter 2660,Fuel,,,,3,Standard,SAE J1939 SPN 2660
2661,Standard J1939 Parameter 2661,Emissions,,,,3,Standard,SAE J1939 SPN 2661
2662,Standard J1939 Parameter 2662,Engine,,,,3,Standard,SAE J1939 SPN 2662
2663,Standard J1939 Parameter 2663,Fuel,,,,3,Standard,SAE J1939 SPN 2663
2664,Standard J1939 Parameter 2664,Emissions,,,,3,Standard,SAE J1939 SPN 2664
2665,Standard J1939 Parameter 2665,Engine,,,,3,Standard,SAE J1939 SPN 2665
2666,Standard J1939 Parameter 2666,Fuel,,,,3,Standard,SAE J1939 SPN 2666
2667,Standard J1939 Parameter 2667,Emissions,,,,3,Standard,SAE J1939 SPN 2667
2668,Standard J1939 Parameter 2668,Engine,,,,3,Standard,SAE J1939 SPN 2668
2669,Standard J1939 Parameter 2669,Fuel,,,,3,Standard,SAE J1939 SPN 2669
2670,Standard J1939 Parameter 2670,Emissions,,,,3,Standard,SAE J1939 SPN 2670
2671,Standard J1939 Parameter 2671,Engine,,,,3,Standard,SAE J1939 SPN 2671
2672,Standard J1939 Parameter 2672,Fuel,,,,3,Standard,SAE J1939 SPN 2672
2673,Standard J1939 Parameter 2673,Emissions,,,,3,Standard,SAE J1939 SPN 2673
2674,Standard J1939 Parameter 2674,Engine,,,,3,Standard,SAE J1939 SPN 2674
2675,Standard J1939 Parameter 2675,Fuel,,,,3,Standard,SAE J1939 SPN 2675
2676,Standard J1939 Parameter 2676,Emissions,,,,3,Standard,SAE J1939 SPN 2676
2677,Standard J1939 Parameter 2677,Engine,,,,3,Standard,SAE J1939 SPN 2677
2678,Standard J1939 Parameter 2678,Fuel,,,,3,Standard,SAE J1939 SPN 2678
2679,Standard J1939 Parameter 2679,Emissions,,,,3,Standard,SAE J1939 SPN 2679
2680,Standard J1939 Parameter 2680,Engine,,,,3,Standard,SAE J1939 SPN 2680
2681,Standard J1939 Parameter 2681,Fuel,,,,3,Standard,SAE J1939 SPN 2681
2682,Standard J1939 Parameter 2682,Emissions,,,,3,Standard,SAE J1939 SPN 2682
2683,Standard J1939 Parameter 2683,Engine,,,,3,Standard,SAE J1939 SPN 2683
2684,Standard J1939 Parameter 2684,Fuel,,,,3,Standard,SAE J1939 SPN 2684
2685,Standard J1939 Parameter 2685,Emissions,,,,3,Standard,SAE J1939 SPN 2685
2686,Standard J1939 Parameter 2686,Engine,,,,3,Standard,SAE J1939 SPN 2686
2687,Standard J1939 Parameter 2687,Fuel,,,,3,Standard,SAE J1939 SPN 2687
2688,Standard J1939 Parameter 2688,Emissions,,,,3,Standard,SAE J1939 SPN 2688
2689,Standard J1939 Parameter 2689,Engine,,,,3,Standard,SAE J1939 SPN 2689
2690,Standard J1939 Parameter 2690,Fuel,,,,3,Standard,SAE J1939 SPN 2690
2691,Standard J1939 Parameter 2691,Emissions,,,,3,Standard,SAE J1939 SPN 2691
2692,Standard J1939 Parameter 2692,Engine,,,,3,Standard,SAE J1939 SPN 2692
2693,Standard J1939 Parameter 2693,Fuel,,,,3,Standard,SAE J1939 SPN 2693
2694,Standard J1939 Parameter 2694,Emissions,,,,3,Standard,SAE J1939 SPN 2694
2695,Standard J1939 Parameter 2695,Engine,,,,3,Standard,SAE J1939 SPN 2695
2696,Standard J1939 Parameter 2696,Fuel,,,,3,Standard,SAE J1939 SPN 2696
2697,Standard J1939 Parameter 2697,Emissions,,,,3,Standard,SAE J1939 SPN 2697
2698,Standard J1939 Parameter 2698,Engine,,,,3,Standard,SAE J1939 SPN 2698
2699,Standard J1939 Parameter 2699,Fuel,,,,3,Standard,SAE J1939 SPN 2699
2700,Standard J1939 Parameter 2700,Emissions,,,,3,Standard,SAE J1939 SPN 2700
2701,Standard J1939 Parameter 2701,Engine,,,,3,Standard,SAE J1939 SPN 2701
2702,Standard J1939 Parameter 2702,Fuel,,,,3,Standard,SAE J1939 SPN 2702
2703,Standard J1939 Parameter 2703,Emissions,,,,3,Standard,SAE J1939 SPN 2703
2704,Standard J1939 Parameter 2704,Engine,,,,3,Standard,SAE J1939 SPN 2704
2705,Standard J1939 Parameter 2705,Fuel,,,,3,Standard,SAE J1939 SPN 2705
2706,Standard J1939 Parameter 2706,Emissions,,,,3,Standard,SAE J1939 SPN 2706
2707,Standard J1939 Parameter 2707,Engine,,,,3,Standard,SAE J1939 SPN 2707
2708,Standard J1939 Parameter 2708,Fuel,,,,3,Standard,SAE J1939 SPN 2708
2709,Standard J1939 Parameter 2709,Emissions,,,,3,Standard,SAE J1939 SPN 2709
2710,Standard J1939 Parameter 2710,Engine,,,,3,Standard,SAE J1939 SPN 2710
2711,Standard J1939 Parameter 2711,Fuel,,,,3,Standard,SAE J1939 SPN 2711
2712,Standard J1939 Parameter 2712,Emissions,,,,3,Standard,SAE J1939 SPN 2712
2713,Standard J1939 Parameter 2713,Engine,,,,3,Standard,SAE J1939 SPN 2713
2714,Standard J1939 Parameter 2714,Fuel,,,,3,Standard,SAE J1939 SPN 2714
2715,Standard J1939 Parameter 2715,Emissions,,,,3,Standard,SAE J1939 SPN 2715
2716,Standard J1939 Parameter 2716,Engine,,,,3,Standard,SAE J1939 SPN 2716
2717,Standard J1939 Parameter 2717,Fuel,,,,3,Standard,SAE J1939 SPN 2717
2718,Standard J1939 Parameter 2718,Emissions,,,,3,Standard,SAE J1939 SPN 2718
2719,Standard J1939 Parameter 2719,Engine,,,,3,Standard,SAE J1939 SPN 2719
2720,Standard J1939 Parameter 2720,Fuel,,,,3,Standard,SAE J1939 SPN 2720
2721,Standard J1939 Parameter 2721,Emissions,,,,3,Standard,SAE J1939 SPN 2721
2722,Standard J1939 Parameter 2722,Engine,,,,3,Standard,SAE J1939 SPN 2722
2723,Standard J1939 Parameter 2723,Fuel,,,,3,Standard,SAE J1939 SPN 2723
2724,Standard J1939 Parameter 2724,Emissions,,,,3,Standard,SAE J1939 SPN 2724
2725,Standard J1939 Parameter 2725,Engine,,,,3,Standard,SAE J1939 SPN 2725
2726,Standard J1939 Parameter 2726,Fuel,,,,3,Standard,SAE J1939 SPN 2726
2727,Standard J1939 Parameter 2727,Emissions,,,,3,Standard,SAE J1939 SPN 2727
2728,Standard J1939 Parameter 2728,Engine,,,,3,Standard,SAE J1939 SPN 2728
2729,Standard J1939 Parameter 2729,Fuel,,,,3,Standard,SAE J1939 SPN 2729
2730,Standard J1939 Parameter 2730,Emissions,,,,3,Standard,SAE J1939 SPN 2730
2731,Standard J1939 Parameter 2731,Engine,,,,3,Standard,SAE J1939 SPN 2731
2732,Standard J1939 Parameter 2732,Fuel,,,,3,Standard,SAE J1939 SPN 2732
2733,Standard J1939 Parameter 2733,Emissions,,,,3,Standard,SAE J1939 SPN 2733
2734,Standard J1939 Parameter 2734,Engine,,,,3,Standard,SAE J1939 SPN 2734
2735,Standard J1939 Parameter 2735,Fuel,,,,3,Standard,SAE J1939 SPN 2735
2736,Standard J1939 Parameter 2736,Emissions,,,,3,Standard,SAE J1939 SPN 2736
2737,Standard J1939 Parameter 2737,Engine,,,,3,Standard,SAE J1939 SPN 2737
2738,Standard J1939 Parameter 2738,Fuel,,,,3,Standard,SAE J1939 SPN 2738
2739,Standard J1939 Parameter 2739,Emissions,,,,3,Standard,SAE J1939 SPN 2739
2740,Standard J1939 Parameter 2740,Engine,,,,3,Standard,SAE J1939 SPN 2740
2741,Standard J1939 Parameter 2741,Fuel,,,,3,Standard,SAE J1939 SPN 2741
2742,Standard J1939 Parameter 2742,Emissions,,,,3,Standard,SAE J1939 SPN 2742
2743,Standard J1939 Parameter 2743,Engine,,,,3,Standard,SAE J1939 SPN 2743
2744,Standard J1939 Parameter 2744,Fuel,,,,3,Standard,SAE J1939 SPN 2744
2745,Standard J1939 Parameter 2745,Emissions,,,,3,Standard,SAE J1939 SPN 2745
2746,Standard J1939 Parameter 2746,Engine,,,,3,Standard,SAE J1939 SPN 2746
2747,Standard J1939 Parameter 2747,Fuel,,,,3,Standard,SAE J1939 SPN 2747
2748,Standard J1939 Parameter 2748,Emissions,,,,3,Standard,SAE J1939 SPN 2748
2749,Standard J1939 Parameter 2749,Engine,,,,3,Standard,SAE J1939 SPN 2749
2750,Standard J1939 Parameter 2750,Fuel,,,,3,Standard,SAE J1939 SPN 2750
2751,Standard J1939 Parameter 2751,Emissions,,,,3,Standard,SAE J1939 SPN 2751
2752,Standard J1939 Parameter 2752,Engine,,,,3,Standard,SAE J1939 SPN 2752
2753,Standard J1939 Parameter 2753,Fuel,,,,3,Standard,SAE J1939 SPN 2753
2754,Standard J1939 Parameter 2754,Emissions,,,,3,Standard,SAE J1939 SPN 2754
2755,Standard J1939 Parameter 2755,Engine,,,,3,Standard,SAE J1939 SPN 2755
2756,Standard J1939 Parameter 2756,Fuel,,,,3,Standard,SAE J1939 SPN 2756
2757,Standard J1939 Parameter 2757,Emissions,,,,3,Standard,SAE J1939 SPN 2757
2758,Standard J1939 Parameter 2758,Engine,,,,3,Standard,SAE J1939 SPN 2758
2759,Standard J1939 Parameter 2759,Fuel,,,,3,Standard,SAE J1939 SPN 2759
2760,Standard J1939 Parameter 2760,Emissions,,,,3,Standard,SAE J1939 SPN 2760
2761,Standard J1939 Parameter 2761,Engine,,,,3,Standard,SAE J1939 SPN 2761
2762,Standard J1939 Parameter 2762,Fuel,,,,3,Standard,SAE J1939 SPN 2762
2763,Standard J1939 Parameter 2763,Emissions,,,,3,Standard,SAE J1939 SPN 2763
2764,Standard J1939 Parameter 2764,Engine,,,,3,Standard,SAE J1939 SPN 2764
2765,Standard J1939 Parameter 2765,Fuel,,,,3,Standard,SAE J1939 SPN 2765
2766,Standard J1939 Parameter 2766,Emissions,,,,3,Standard,SAE J1939 SPN 2766
2767,Standard J1939 Parameter 2767,Engine,,,,3,Standard,SAE J1939 SPN 2767
2768,Standard J1939 Parameter 2768,Fuel,,,,3,Standard,SAE J1939 SPN 2768
2769,Standard J1939 Parameter 2769,Emissions,,,,3,Standard,SAE J1939 SPN 2769
2770,Standard J1939 Parameter 2770,Engine,,,,3,Standard,SAE J1939 SPN 2770
2771,Standard J1939 Parameter 2771,Fuel,,,,3,Standard,SAE J1939 SPN 2771
2772,Standard J1939 Parameter 2772,Emissions,,,,3,Standard,SAE J1939 SPN 2772
2773,Standard J1939 Parameter 2773,Engine,,,,3,Standard,SAE J1939 SPN 2773
2774,Standard J1939 Parameter 2774,Fuel,,,,3,Standard,SAE J1939 SPN 2774
2775,Standard J1939 Parameter 2775,Emissions,,,,3,Standard,SAE J1939 SPN 2775
2776,Standard J1939 Parameter 2776,Engine,,,,3,Standard,SAE J1939 SPN 2776
2777,Standard J1939 Parameter 2777,Fuel,,,,3,Standard,SAE J1939 SPN 2777
2778,Standard J1939 Parameter 2778,Emissions,,,,3,Standard,SAE J1939 SPN 2778
2779,Standard J1939 Parameter 2779,Engine,,,,3,Standard,SAE J1939 SPN 2779
2780,Standard J1939 Parameter 2780,Fuel,,,,3,Standard,SAE J1939 SPN 2780
2781,Standard J1939 Parameter 2781,Emissions,,,,3,Standard,SAE J1939 SPN 2781
2782,Standard J1939 Parameter 2782,Engine,,,,3,Standard,SAE J1939 SPN 2782
2783,Standard J1939 Parameter 2783,Fuel,,,,3,Standard,SAE J1939 SPN 2783
2784,Standard J1939 Parameter 2784,Emissions,,,,3,Standard,SAE J1939 SPN 2784
2785,Standard J1939 Parameter 2785,Engine,,,,3,Standard,SAE J1939 SPN 2785
2786,Standard J1939 Parameter 2786,Fuel,,,,3,Standard,SAE J1939 SPN 2786
2787,Standard J1939 Parameter 2787,Emissions,,,,3,Standard,SAE J1939 SPN 2787
2788,Standard J1939 Parameter 2788,Engine,,,,3,Standard,SAE J1939 SPN 2788
2789,Standard J1939 Parameter 2789,Fuel,,,,3,Standard,SAE J1939 SPN 2789
2790,Standard J1939 Parameter 2790,Emissions,,,,3,Standard,SAE J1939 SPN 2790
2791,Standard J1939 Parameter 2791,Engine,,,,3,Standard,SAE J1939 SPN 2791
2792,Standard J1939 Parameter 2792,Fuel,,,,3,Standard,SAE J1939 SPN 2792
2793,Standard J1939 Parameter 2793,Emissions,,,,3,Standard,SAE J1939 SPN 2793
2794,Standard J1939 Parameter 2794,Engine,,,,3,Standard,SAE J1939 SPN 2794
2795,Standard J1939 Parameter 2795,Fuel,,,,3,Standard,SAE J1939 SPN 2795
2796,Standard J1939 Parameter 2796,Emissions,,,,3,Standard,SAE J1939 SPN 2796
2797,Standard J1939 Parameter 2797,Engine,,,,3,Standard,SAE J1939 SPN 2797
2798,Standard J1939 Parameter 2798,Fuel,,,,3,Standard,SAE J1939 SPN 2798
2799,Standard J1939 Parameter 2799,Emissions,,,,3,Standard,SAE J1939 SPN 2799
2800,Standard J1939 Parameter 2800,Engine,,,,3,Standard,SAE J1939 SPN 2800
2801,Standard J1939 Parameter 2801,Fuel,,,,3,Standard,SAE J1939 SPN 2801
2802,Standard J1939 Parameter 2802,Emissions,,,,3,Standard,SAE J1939 SPN 2802
2803,Standard J1939 Parameter 2803,Engine,,,,3,Standard,SAE J1939 SPN 2803
2804,Standard J1939 Parameter 2804,Fuel,,,,3,Standard,SAE J1939 SPN 2804
2805,Standard J1939 Parameter 2805,Emissions,,,,3,Standard,SAE J1939 SPN 2805
2806,Standard J1939 Parameter 2806,Engine,,,,3,Standard,SAE J1939 SPN 2806
2807,Standard J1939 Parameter 2807,Fuel,,,,3,Standard,SAE J1939 SPN 2807
2808,Standard J1939 Parameter 2808,Emissions,,,,3,Standard,SAE J1939 SPN 2808
2809,Standard J1939 Parameter 2809,Engine,,,,3,Standard,SAE J1939 SPN 2809
2810,Standard J1939 Parameter 2810,Fuel,,,,3,Standard,SAE J1939 SPN 2810
2811,Standard J1939 Parameter 2811,Emissions,,,,3,Standard,SAE J1939 SPN 2811
2812,Standard J1939 Parameter 2812,Engine,,,,3,Standard,SAE J1939 SPN 2812
2813,Standard J1939 Parameter 2813,Fuel,,,,3,Standard,SAE J1939 SPN 2813
2814,Standard J1939 Parameter 2814,Emissions,,,,3,Standard,SAE J1939 SPN 2814
2815,Standard J1939 Parameter 2815,Engine,,,,3,Standard,SAE J1939 SPN 2815
2816,Standard J1939 Parameter 2816,Fuel,,,,3,Standard,SAE J1939 SPN 2816
2817,Standard J1939 Parameter 2817,Emissions,,,,3,Standard,SAE J1939 SPN 2817
2818,Standard J1939 Parameter 2818,Engine,,,,3,Standard,SAE J1939 SPN 2818
2819,Standard J1939 Parameter 2819,Fuel,,,,3,Standard,SAE J1939 SPN 2819
2820,Standard J1939 Parameter 2820,Emissions,,,,3,Standard,SAE J1939 SPN 2820
2821,Standard J1939 Parameter 2821,Engine,,,,3,Standard,SAE J1939 SPN 2821
2822,Standard J1939 Parameter 2822,Fuel,,,,3,Standard,SAE J1939 SPN 2822
2823,Standard J1939 Parameter 2823,Emissions,,,,3,Standard,SAE J1939 SPN 2823
2824,Standard J1939 Parameter 2824,Engine,,,,3,Standard,SAE J1939 SPN 2824
2825,Standard J1939 Parameter 2825,Fuel,,,,3,Standard,SAE J1939 SPN 2825
2826,Standard J1939 Parameter 2826,Emissions,,,,3,Standard,SAE J1939 SPN 2826
2827,Standard J1939 Parameter 2827,Engine,,,,3,Standard,SAE J1939 SPN 2827
2828,Standard J1939 Parameter 2828,Fuel,,,,3,Standard,SAE J1939 SPN 2828
2829,Standard J1939 Parameter 2829,Emissions,,,,3,Standard,SAE J1939 SPN 2829
2830,Standard J1939 Parameter 2830,Engine,,,,3,Standard,SAE J1939 SPN 2830
2831,Standard J1939 Parameter 2831,Fuel,,,,3,Standard,SAE J1939 SPN 2831
2832,Standard J1939 Parameter 2832,Emissions,,,,3,Standard,SAE J1939 SPN 2832
2833,Standard J1939 Parameter 2833,Engine,,,,3,Standard,SAE J1939 SPN 2833
2834,Standard J1939 Parameter 2834,Fuel,,,,3,Standard,SAE J1939 SPN 2834
2835,Standard J1939 Parameter 2835,Emissions,,,,3,Standard,SAE J1939 SPN 2835
2836,Standard J1939 Parameter 2836,Engine,,,,3,Standard,SAE J1939 SPN 2836
2837,Standard J1939 Parameter 2837,Fuel,,,,3,Standard,SAE J1939 SPN 2837
2838,Standard J1939 Parameter 2838,Emissions,,,,3,Standard,SAE J1939 SPN 2838
2839,Standard J1939 Parameter 2839,Engine,,,,3,Standard,SAE J1939 SPN 2839
2840,Standard J1939 Parameter 2840,Fuel,,,,3,Standard,SAE J1939 SPN 2840
2841,Standard J1939 Parameter 2841,Emissions,,,,3,Standard,SAE J1939 SPN 2841
2842,Standard J1939 Parameter 2842,Engine,,,,3,Standard,SAE J1939 SPN 2842
2843,Standard J1939 Parameter 2843,Fuel,,,,3,Standard,SAE J1939 SPN 2843
2844,Standard J1939 Parameter 2844,Emissions,,,,3,Standard,SAE J1939 SPN 2844
2845,Standard J1939 Parameter 2845,Engine,,,,3,Standard,SAE J1939 SPN 2845
2846,Standard J1939 Parameter 2846,Fuel,,,,3,Standard,SAE J1939 SPN 2846
2847,Standard J1939 Parameter 2847,Emissions,,,,3,Standard,SAE J1939 SPN 2847
2848,Standard J1939 Parameter 2848,Engine,,,,3,Standard,SAE J1939 SPN 2848
2849,Standard J1939 Parameter 2849,Fuel,,,,3,Standard,SAE J1939 SPN 2849
2850,Standard J1939 Parameter 2850,Emissions,,,,3,Standard,SAE J1939 SPN 2850
2851,Standard J1939 Parameter 2851,Engine,,,,3,Standard,SAE J1939 SPN 2851
2852,Standard J1939 Parameter 2852,Fuel,,,,3,Standard,SAE J1939 SPN 2852
2853,Standard J1939 Parameter 2853,Emissions,,,,3,Standard,SAE J1939 SPN 2853
2854,Standard J1939 Parameter 2854,Engine,,,,3,Standard,SAE J1939 SPN 2854
2855,Standard J1939 Parameter 2855,Fuel,,,,3,Standard,SAE J1939 SPN 2855
2856,Standard J1939 Parameter 2856,Emissions,,,,3,Standard,SAE J1939 SPN 2856
2857,Standard J1939 Parameter 2857,Engine,,,,3,Standard,SAE J1939 SPN 2857
2858,Standard J1939 Parameter 2858,Fuel,,,,3,Standard,SAE J1939 SPN 2858
2859,Standard J1939 Parameter 2859,Emissions,,,,3,Standard,SAE J1939 SPN 2859
2860,Standard J1939 Parameter 2860,Engine,,,,3,Standard,SAE J1939 SPN 2860
2861,Standard J1939 Parameter 2861,Fuel,,,,3,Standard,SAE J1939 SPN 2861
2862,Standard J1939 Parameter 2862,Emissions,,,,3,Standard,SAE J1939 SPN 2862
2863,Standard J1939 Parameter 2863,Engine,,,,3,Standard,SAE J1939 SPN 2863
2864,Standard J1939 Parameter 2864,Fuel,,,,3,Standard,SAE J1939 SPN 2864
2865,Standard J1939 Parameter 2865,Emissions,,,,3,Standard,SAE J1939 SPN 2865
2866,Standard J1939 Parameter 2866,Engine,,,,3,Standard,SAE J1939 SPN 2866
2867,Standard J1939 Parameter 2867,Fuel,,,,3,Standard,SAE J1939 SPN 2867
2868,Standard J1939 Parameter 2868,Emissions,,,,3,Standard,SAE J1939 SPN 2868
2869,Standard J1939 Parameter 2869,Engine,,,,3,Standard,SAE J1939 SPN 2869
